dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
28,,Real Madrid CF,UEFA Super Cup,Attacker,Spain,127eg3g8ig8j7obxtyc2tl8t1,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/127eg3g8ig8j7obxtyc2tl8t1
13,Kiko Casilla,Real Madrid CF,UEFA Super Cup,Goalkeeper,Spain,1f2t5vsayiiluw330yiw4ft1x,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/1f2t5vsayiiluw330yiw4ft1x
5,,Real Madrid CF,UEFA Super Cup,Defender,France,3dph74ixutmbpscaon0b25sl,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3dph74ixutmbpscaon0b25sl
22,Isco,Real Madrid CF,UEFA Super Cup,Midfielder,Spain,45s1v9805id09m5zkcylueod1,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/45s1v9805id09m5zkcylueod1
21,,Real Madrid CF,UEFA Super Cup,Attacker,Spain,46kq5653o302ebz4o5yzsss0l,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/46kq5653o302ebz4o5yzsss0l
12,Marcelo,Real Madrid CF,UEFA Super Cup,Defender,Brazil,5484c0wrx9p5wc2ckev33eyfp,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/5484c0wrx9p5wc2ckev33eyfp
3,Pepe,Real Madrid CF,UEFA Super Cup,Defender,Portugal,58i5y98ceb55anpucpru7skb9,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/58i5y98ceb55anpucpru7skb9
,,Real Madrid CF,UEFA Super Cup,,France,6hgzk9pfnin9ifqwte9tr1sd1,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6hgzk9pfnin9ifqwte9tr1sd1
,,Real Madrid CF,UEFA Super Cup,,France,6jowf82uov9rmtiqkuvjrcwes,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6jowf82uov9rmtiqkuvjrcwes
14,Casemiro,Real Madrid CF,UEFA Super Cup,Midfielder,Brazil,6nb8hub5usi3iasywa2fjf1lh,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/6nb8hub5usi3iasywa2fjf1lh
