dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
16,Luismi,Sevilla FC,UEFA Super Cup,Midfielder,Spain,133r3x0x25gnuiz3a57333d91,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/133r3x0x25gnuiz3a57333d91
,Ivi López,Sevilla FC,UEFA Super Cup,Midfielder,Spain,1b6riegm2mjycj1xviisubw0l,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/1b6riegm2mjycj1xviisubw0l
17,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,28psc296gj3umo59qqha8jil1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/28psc296gj3umo59qqha8jil1
,,Sevilla FC,UEFA Super Cup,Defender,France,2smai2vq1r9xnemihvcq0doet,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/2smai2vq1r9xnemihvcq0doet
27,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,3fietel3zk8sjqy6ntd7t5rrp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3fietel3zk8sjqy6ntd7t5rrp
,,Sevilla FC,UEFA Super Cup,Defender,Spain,3zyib6lm9w7bi6lbek5m0dbrp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3zyib6lm9w7bi6lbek5m0dbrp
,Curro Sánchez,Sevilla FC,UEFA Super Cup,Midfielder,Spain,4dz4r1nh92obdmf49v7x9ryl1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/4dz4r1nh92obdmf49v7x9ryl1
8,,Sevilla FC,UEFA Super Cup,Midfielder,Uruguay,4v30bnt28iozjpghwdvuk8atx,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/4v30bnt28iozjpghwdvuk8atx
,,Sevilla FC,UEFA Super Cup,Attacker,Italy,5o80hrbyw554cetm1rbbns0k5,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/5o80hrbyw554cetm1rbbns0k5
19,,Sevilla FC,UEFA Super Cup,Midfielder,Argentina,68cm9uvlgmi1q5xfki3g31i39,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/68cm9uvlgmi1q5xfki3g31i39
6,Daniel Carriço,Sevilla FC,UEFA Super Cup,Defender,Portugal,6ne2s5a6v2qzb21nw74jspfx1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/6ne2s5a6v2qzb21nw74jspfx1
,,Sevilla FC,UEFA Super Cup,Midfielder,Denmark,784mcu0cgyib8ixy0l5ibjhzp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/784mcu0cgyib8ixy0l5ibjhzp
21,,Sevilla FC,UEFA Super Cup,Defender,Argentina,7bfpp4l5kw0ikrtja2ej8zk5x,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/7bfpp4l5kw0ikrtja2ej8zk5x
,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,7u1bayy8hyq2qq48vxbva14ut,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/7u1bayy8hyq2qq48vxbva14ut
,,Sevilla FC,UEFA Super Cup,Attacker,Ukraine,824mx6w6mrpfkl1w43h2k1psl,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/824mx6w6mrpfkl1w43h2k1psl
28,,Sevilla FC,UEFA Super Cup,Attacker,Spain,8rb37jdev612rfbrbp8zovs9h,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/8rb37jdev612rfbrbp8zovs9h
4,,Sevilla FC,UEFA Super Cup,Midfielder,Poland,8sllxmpst47s6c46fgtv1q47p,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/8sllxmpst47s6c46fgtv1q47p
20,Vitolo,Sevilla FC,UEFA Super Cup,Midfielder,Spain,8y0snikcs8uyn3f89yec086vp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/8y0snikcs8uyn3f89yec086vp
7,,Sevilla FC,UEFA Super Cup,Attacker,France,950o8rjqvnl5bnidq2dc3fglx,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/950o8rjqvnl5bnidq2dc3fglx
10,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,9b457bww9agenagn1ue8k6rit,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/9b457bww9agenagn1ue8k6rit
,,Sevilla FC,UEFA Super Cup,,Spain,9buknkh8h3hzlt12emma69lud,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/9buknkh8h3hzlt12emma69lud
,,Sevilla FC,UEFA Super Cup,Midfielder,France,9puzo3psqfjufujh4lo3cug2d,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/9puzo3psqfjufujh4lo3cug2d
,,Sevilla FC,UEFA Super Cup,Midfielder,Congo DR,9st3uc7fk98bjro2mndougzbp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/9st3uc7fk98bjro2mndougzbp
30,,Sevilla FC,UEFA Super Cup,Attacker,Spain,aac0m0x4bynfvt0g1fjaxcct1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/aac0m0x4bynfvt0g1fjaxcct1
,,Sevilla FC,UEFA Super Cup,Defender,Spain,b69uny9udp3ab2zccwa0qnrh1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/b69uny9udp3ab2zccwa0qnrh1
,Mariano,Sevilla FC,UEFA Super Cup,Defender,Brazil,chhwznvznofottg1zfn12nlxx,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/chhwznvznofottg1zfn12nlxx
13,,Sevilla FC,UEFA Super Cup,Goalkeeper,Spain,ckjcm9q26zd6q8tkq0go6oxcl,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/ckjcm9q26zd6q8tkq0go6oxcl
,,Sevilla FC,UEFA Super Cup,,Spain,db367xbzkgrzevbk6kuvkswr9,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/db367xbzkgrzevbk6kuvkswr9
15,,Sevilla FC,UEFA Super Cup,Defender,France,dpybx98sqm09bqcsuah1zj7px,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/dpybx98sqm09bqcsuah1zj7px
13,Beto,Sevilla FC,UEFA Super Cup,Goalkeeper,Portugal,exmgyk2vlg5n0wcefdfv603px,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/exmgyk2vlg5n0wcefdfv603px
2,,Sevilla FC,UEFA Super Cup,Defender,France,f356eilig7gir0j28mv05zjyt,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/f356eilig7gir0j28mv05zjyt
12,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,f5567t48q0846fsnq6d3mqfv9,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/f5567t48q0846fsnq6d3mqfv9
23,Coke,Sevilla FC,UEFA Super Cup,Defender,Spain,iaeh7emdefr247f39f6nwv6d,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,3rvp3erpxyi3mxtm9ecvujjrp,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/iaeh7emdefr247f39f6nwv6d
