equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
Juventus FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/juventus-fc/bqbbqm98ud8obe45ds9ohgyrd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bqbbqm98ud8obe45ds9ohgyrd,bqbbqm98ud8obe45ds9ohgyrd,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=bqbbqm98ud8obe45ds9ohgyrd&tmcl=7py3ue52qyex5lpht97yndpex&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e7e53b1ac28d15c68d6dc962c47809f5489c53db,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=bqbbqm98ud8obe45ds9ohgyrd&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ed8057152159e3297c6928bfd6a25f5cee70fd3a,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=bqbbqm98ud8obe45ds9ohgyrd&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f7a93eefdeb80f5900d66d6c548d0886e778b04d
Manchester United FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/manchester-united-fc/6eqit8ye8aomdsrrq0hk3v7gh,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6eqit8ye8aomdsrrq0hk3v7gh,6eqit8ye8aomdsrrq0hk3v7gh,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=6eqit8ye8aomdsrrq0hk3v7gh&tmcl=7py3ue52qyex5lpht97yndpex&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b5c578ef81c0f319c8ebe59b4f78858ee2a1844b,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=6eqit8ye8aomdsrrq0hk3v7gh&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31fdaa0617b9a109cdae91e176acbad42bf4116d7,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=6eqit8ye8aomdsrrq0hk3v7gh&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31e2ed326076147bfc5d55667faefe40fd37ba262
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3kq9cckrnlogidldtdie2fkbl&tmcl=7py3ue52qyex5lpht97yndpex&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W385d0f039a565cb4c8173cf57ab6742d3059c9dc5,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=3kq9cckrnlogidldtdie2fkbl&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W34634d2099ba8dfdc5182dfa2b4ceac7d37c3e012,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=7py3ue52qyex5lpht97yndpex&ctst=3kq9cckrnlogidldtdie2fkbl&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b8d829861a11cf4dd329b9277829e84d40a5a499
