equipo,link,logo,cod_equipo,cod_liga,liga
Juventus FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/juventus-fc/bqbbqm98ud8obe45ds9ohgyrd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=bqbbqm98ud8obe45ds9ohgyrd,bqbbqm98ud8obe45ds9ohgyrd,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018
Manchester United FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/manchester-united-fc/6eqit8ye8aomdsrrq0hk3v7gh,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=6eqit8ye8aomdsrrq0hk3v7gh,6eqit8ye8aomdsrrq0hk3v7gh,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2017-2018/7py3ue52qyex5lpht97yndpex/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,7py3ue52qyex5lpht97yndpex,uefa-super-cup-2017-2018
