dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
66,,Liverpool FC,UEFA Super Cup,Defender,England,19z8jmren3eytg7fbuzqv73kl,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/19z8jmren3eytg7fbuzqv73kl
27,,Liverpool FC,UEFA Super Cup,Attacker,Belgium,1dwwsz1i6v8zwh802ujwf7emt,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/1dwwsz1i6v8zwh802ujwf7emt
,,Liverpool FC,UEFA Super Cup,Attacker,England,1gh8hjltpi2xl0wi7v1z3q31l,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/1gh8hjltpi2xl0wi7v1z3q31l
,,Liverpool FC,UEFA Super Cup,Midfielder,England,1iy0goeaf5btyw09tr2ywbe8l,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/1iy0goeaf5btyw09tr2ywbe8l
22,,Liverpool FC,UEFA Super Cup,Goalkeeper,England,1o60e5s7cvgtpaaxlvi3krf11,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/1o60e5s7cvgtpaaxlvi3krf11
,,Liverpool FC,UEFA Super Cup,Goalkeeper,England,1rz5drt3jbotbw37kj9nv8mw9,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/1rz5drt3jbotbw37kj9nv8mw9
14,,Liverpool FC,UEFA Super Cup,Midfielder,England,25yu90pekqr1lhs098f3uxy39,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/25yu90pekqr1lhs098f3uxy39
12,,Liverpool FC,UEFA Super Cup,Defender,England,29dp5gmu5xbd04mozwxq5tjh1,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/29dp5gmu5xbd04mozwxq5tjh1
,,Liverpool FC,UEFA Super Cup,Attacker,England,2e5japetk410a5spw9pccg6sq,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/2e5japetk410a5spw9pccg6sq
5,,Liverpool FC,UEFA Super Cup,Midfielder,Netherlands,2lyib1m8bhrkcc3ukk12fbefp,c8h9bw1l82s06h77xxrelzhur,a0f4gtru0oyxmpvty4thc5qkc,32c5glfaeyuwdboj0tz17tmju,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur/player/view/2lyib1m8bhrkcc3ukk12fbefp
