dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
4,,Chelsea FC,UEFA Super Cup,Defender,Denmark,1av9mmv19jwvc4xdr0p9owyxh,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/1av9mmv19jwvc4xdr0p9owyxh
16,,Chelsea FC,UEFA Super Cup,Goalkeeper,Senegal,22s7hpp9k5ihtc2pwiaytdp05,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/22s7hpp9k5ihtc2pwiaytdp05
,,Chelsea FC,UEFA Super Cup,Defender,France,2axi9gr1lhuewlt06emrk44q1,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/2axi9gr1lhuewlt06emrk44q1
36,,Chelsea FC,UEFA Super Cup,Goalkeeper,Finland,2f49etxdi4l2tsobpmsg5i5pm,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/2f49etxdi4l2tsobpmsg5i5pm
11,,Chelsea FC,UEFA Super Cup,Attacker,Germany,2pjr6yz65f4uqvwniy4vphn85,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/2pjr6yz65f4uqvwniy4vphn85
9,,Chelsea FC,UEFA Super Cup,Attacker,England,363nsa82dww242zeo09wpcslx,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/363nsa82dww242zeo09wpcslx
14,,Chelsea FC,UEFA Super Cup,Defender,England,5e2zgfe3ltc6qbnoqdfshqsph,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/5e2zgfe3ltc6qbnoqdfshqsph
,,Chelsea FC,UEFA Super Cup,Defender,England,5r5i2cbecv1046hj6omacsvyt,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/5r5i2cbecv1046hj6omacsvyt
2,,Chelsea FC,UEFA Super Cup,Defender,Germany,6fzbp94hf19ysotdassrqdc5x,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/6fzbp94hf19ysotdassrqdc5x
1,Kepa,Chelsea FC,UEFA Super Cup,Goalkeeper,Spain,6j3wbk9xlq4om4m8ih6b3tyvp,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/6j3wbk9xlq4om4m8ih6b3tyvp
,,Chelsea FC,UEFA Super Cup,,Hungary,74lsx7we6df4zvlrm2ybvauol,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/74lsx7we6df4zvlrm2ybvauol
21,,Chelsea FC,UEFA Super Cup,Defender,England,7usl4495egoptlrd762f0arbp,9q0arba2kbnywth8bkxlhgmdr,a0f4gtru0oyxmpvty4thc5qkc,cdgsb1vg0o8inwdz37l70bk0k,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr/player/view/7usl4495egoptlrd762f0arbp
