matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga,source
Final,bv83qzkopxjz3rkseugv30qok,Paris SG,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2025-2026/db8f4sqdf7s0g850fspnf8hlg/teams/view/2b3mar72yy8d6uvat1ka6tn3r,Spurs,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2025-2026/db8f4sqdf7s0g850fspnf8hlg/teams/view/22doj4sgsocqpxw45h607udje,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2025-2026/db8f4sqdf7s0g850fspnf8hlg/match/view/bv83qzkopxjz3rkseugv30qok,13/08/2025,2025-2026,UEFA_UEFA_Super_Cup,results
