dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
2,,Real Madrid CF,UEFA Super Cup,Defender,France,3dph74ixutmbpscaon0b25sl,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3dph74ixutmbpscaon0b25sl
,Jaime Sánchez,Real Madrid CF,UEFA Super Cup,Defender,Spain,3eustaqfdcv6lk0788lcohz9x,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3eustaqfdcv6lk0788lcohz9x
6,,Real Madrid CF,UEFA Super Cup,Midfielder,Germany,3fr4vctblddis91mi7rztum6t,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/3fr4vctblddis91mi7rztum6t
23,Isco,Real Madrid CF,UEFA Super Cup,Midfielder,Spain,45s1v9805id09m5zkcylueod1,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/45s1v9805id09m5zkcylueod1
17,Arbeloa,Real Madrid CF,UEFA Super Cup,Defender,Spain,4nclyvzibmrs9tt903ccbythx,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/4nclyvzibmrs9tt903ccbythx
12,Marcelo,Real Madrid CF,UEFA Super Cup,Defender,Brazil,5484c0wrx9p5wc2ckev33eyfp,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/5484c0wrx9p5wc2ckev33eyfp
3,Pepe,Real Madrid CF,UEFA Super Cup,Defender,Portugal,58i5y98ceb55anpucpru7skb9,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/58i5y98ceb55anpucpru7skb9
24,,Real Madrid CF,UEFA Super Cup,Midfielder,Spain,5vhikvmcesruckmfcfmm0q8d1,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/5vhikvmcesruckmfcfmm0q8d1
1,,Real Madrid CF,UEFA Super Cup,Goalkeeper,Spain,76ovpt7s5hxxvjswosxlg628l,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/76ovpt7s5hxxvjswosxlg628l
5,Fábio Coentrão,Real Madrid CF,UEFA Super Cup,Defender,Portugal,7gjmbo71cryvx4lar2zy3n8b9,3kq9cckrnlogidldtdie2fkbl,a0f4gtru0oyxmpvty4thc5qkc,exi2z0r2a4cxezwhb1pow4ln2,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl/player/view/7gjmbo71cryvx4lar2zy3n8b9
