matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,rnbrfdnnsdofsj5dahn6s5xk,Real Madrid,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/3kq9cckrnlogidldtdie2fkbl,Sevilla,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/view/10eyb18v5puw4ez03ocaug09m,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/match/view/rnbrfdnnsdofsj5dahn6s5xk,12/08/2014,2014-2015,UEFA_UEFA_Super_Cup
