equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,exi2z0r2a4cxezwhb1pow4ln2,uefa-super-cup-2014-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3kq9cckrnlogidldtdie2fkbl&tmcl=exi2z0r2a4cxezwhb1pow4ln2&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W36230b7fc63d49458235ded5031fc6364871512d9,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=exi2z0r2a4cxezwhb1pow4ln2&ctst=3kq9cckrnlogidldtdie2fkbl&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3fb8e7071991e1e7e341263125deba115a438a7be
Sevilla FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2014-2015/exi2z0r2a4cxezwhb1pow4ln2/teams/sevilla-fc/10eyb18v5puw4ez03ocaug09m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,10eyb18v5puw4ez03ocaug09m,exi2z0r2a4cxezwhb1pow4ln2,uefa-super-cup-2014-2015,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=10eyb18v5puw4ez03ocaug09m&tmcl=exi2z0r2a4cxezwhb1pow4ln2&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30363b0d6b53b243263104222bace3ec0b87b1758,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=exi2z0r2a4cxezwhb1pow4ln2&ctst=10eyb18v5puw4ez03ocaug09m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3f9d4acf8259ef6d4f019e0f0e9104242d5255828
