equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
Eintracht Frankfurt,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2022-2023/3ua7g6iazccbw29p5saydh4ic/teams/eintracht-frankfurt/c5hderjlkcoaze51e5wgvptk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c5hderjlkcoaze51e5wgvptk,c5hderjlkcoaze51e5wgvptk,3ua7g6iazccbw29p5saydh4ic,uefa-super-cup-2022-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=c5hderjlkcoaze51e5wgvptk&tmcl=3ua7g6iazccbw29p5saydh4ic&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W31a8e46b66b8c9505d4faa1b5ec7f0ca908b94a56,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3ua7g6iazccbw29p5saydh4ic&ctst=c5hderjlkcoaze51e5wgvptk&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W336a28add93a85531d37560bd304b895f6c0e0c09
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2022-2023/3ua7g6iazccbw29p5saydh4ic/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,3ua7g6iazccbw29p5saydh4ic,uefa-super-cup-2022-2023,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=3kq9cckrnlogidldtdie2fkbl&tmcl=3ua7g6iazccbw29p5saydh4ic&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30f0b936968ec5eed95e8b2beb81b828cffe410a1,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3ua7g6iazccbw29p5saydh4ic&ctst=3kq9cckrnlogidldtdie2fkbl&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3a28b273fce3af93df1cb9cf28c0eeb47f238c920
