equipo,link,logo,cod_equipo,cod_liga,liga
Eintracht Frankfurt,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2022-2023/3ua7g6iazccbw29p5saydh4ic/teams/eintracht-frankfurt/c5hderjlkcoaze51e5wgvptk,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=c5hderjlkcoaze51e5wgvptk,c5hderjlkcoaze51e5wgvptk,3ua7g6iazccbw29p5saydh4ic,uefa-super-cup-2022-2023
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2022-2023/3ua7g6iazccbw29p5saydh4ic/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,3ua7g6iazccbw29p5saydh4ic,uefa-super-cup-2022-2023
