matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,75vfshnpzrlogn8c2h5w3ex62,Liverpool,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/c8h9bw1l82s06h77xxrelzhur,Chelsea,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/teams/view/9q0arba2kbnywth8bkxlhgmdr,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2019-2020/32c5glfaeyuwdboj0tz17tmju/match/view/75vfshnpzrlogn8c2h5w3ex62,14/08/2019,2019-2020,UEFA_UEFA_Super_Cup
