equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
FC Barcelona,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/fc-barcelona/agh9ifb2mw3ivjusgedj7c3fe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=agh9ifb2mw3ivjusgedj7c3fe,agh9ifb2mw3ivjusgedj7c3fe,3rvp3erpxyi3mxtm9ecvujjrp,uefa-super-cup-2015-2016,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=agh9ifb2mw3ivjusgedj7c3fe&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W397c32d970684473c989af640fc8f1ff5de0a53e5,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&ctst=agh9ifb2mw3ivjusgedj7c3fe&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3eff33c61736daea876fe1deeacee1d7bb3371420,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&ctst=agh9ifb2mw3ivjusgedj7c3fe&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ae639e1d33e3bb1f036c1855ca0067e7e65ffd42
Sevilla FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/sevilla-fc/10eyb18v5puw4ez03ocaug09m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,10eyb18v5puw4ez03ocaug09m,3rvp3erpxyi3mxtm9ecvujjrp,uefa-super-cup-2015-2016,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=10eyb18v5puw4ez03ocaug09m&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W30cf033302d20d28d12d9b3237b60ac80127dea39,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&ctst=10eyb18v5puw4ez03ocaug09m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3b75dcf656dae0d6d73b659a5fca2b96bf1892cce,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=3rvp3erpxyi3mxtm9ecvujjrp&ctst=10eyb18v5puw4ez03ocaug09m&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ba5b0c4b3a7bf77fee0a77418d8c6b284012973f
