matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,dzsk67u5glj5i6fjhchjopskp,Barcelona,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/agh9ifb2mw3ivjusgedj7c3fe,Sevilla,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/view/10eyb18v5puw4ez03ocaug09m,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/match/view/dzsk67u5glj5i6fjhchjopskp,11/08/2015,2015-2016,UEFA_UEFA_Super_Cup
