equipo,link,logo,cod_equipo,cod_liga,liga
FC Barcelona,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/fc-barcelona/agh9ifb2mw3ivjusgedj7c3fe,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=agh9ifb2mw3ivjusgedj7c3fe,agh9ifb2mw3ivjusgedj7c3fe,3rvp3erpxyi3mxtm9ecvujjrp,uefa-super-cup-2015-2016
Sevilla FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2015-2016/3rvp3erpxyi3mxtm9ecvujjrp/teams/sevilla-fc/10eyb18v5puw4ez03ocaug09m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,10eyb18v5puw4ez03ocaug09m,3rvp3erpxyi3mxtm9ecvujjrp,uefa-super-cup-2015-2016
