matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,3so4vwi13x0zia1n8bbdanhg4,Bayern München,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/view/apoawtpvac4zqlancmvw4nk4o,Sevilla,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/view/10eyb18v5puw4ez03ocaug09m,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/match/view/3so4vwi13x0zia1n8bbdanhg4,24/09/2020,2020-2021,UEFA_UEFA_Super_Cup
