equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo
FC Bayern München,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/fc-bayern-münchen/apoawtpvac4zqlancmvw4nk4o,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=apoawtpvac4zqlancmvw4nk4o,apoawtpvac4zqlancmvw4nk4o,1likk1so1f5kkfarfustln88a,uefa-super-cup-2020-2021,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=apoawtpvac4zqlancmvw4nk4o&tmcl=1likk1so1f5kkfarfustln88a&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W33eff4f33d9f8396447bba06b7b34a957c1efd5e5,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1likk1so1f5kkfarfustln88a&ctst=apoawtpvac4zqlancmvw4nk4o&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3d7922bc29473c0cc0a0be17bd5bec84d4b8f58bc
Sevilla FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/sevilla-fc/10eyb18v5puw4ez03ocaug09m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,10eyb18v5puw4ez03ocaug09m,1likk1so1f5kkfarfustln88a,uefa-super-cup-2020-2021,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=10eyb18v5puw4ez03ocaug09m&tmcl=1likk1so1f5kkfarfustln88a&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3687aefd1ed11caa1cdac0db87491486652c661c3,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=1likk1so1f5kkfarfustln88a&ctst=10eyb18v5puw4ez03ocaug09m&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3ef186fe59c286f0f8866be38d323d7d2d611e19c
