equipo,link,logo,cod_equipo,cod_liga,liga
FC Bayern München,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/fc-bayern-münchen/apoawtpvac4zqlancmvw4nk4o,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=apoawtpvac4zqlancmvw4nk4o,apoawtpvac4zqlancmvw4nk4o,1likk1so1f5kkfarfustln88a,uefa-super-cup-2020-2021
Sevilla FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2020-2021/1likk1so1f5kkfarfustln88a/teams/sevilla-fc/10eyb18v5puw4ez03ocaug09m,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=10eyb18v5puw4ez03ocaug09m,10eyb18v5puw4ez03ocaug09m,1likk1so1f5kkfarfustln88a,uefa-super-cup-2020-2021
