equipo,link,logo,cod_equipo,cod_liga,liga
Club Atlético de Madrid,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2018-2019/adooa143g0rm2fdlcsrliz9t6/teams/club-atlético-de-madrid/4ku8o6uf87yd8iecdalipo6wd,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=4ku8o6uf87yd8iecdalipo6wd,4ku8o6uf87yd8iecdalipo6wd,adooa143g0rm2fdlcsrliz9t6,uefa-super-cup-2018-2019
Real Madrid CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2018-2019/adooa143g0rm2fdlcsrliz9t6/teams/real-madrid-cf/3kq9cckrnlogidldtdie2fkbl,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=3kq9cckrnlogidldtdie2fkbl,3kq9cckrnlogidldtdie2fkbl,adooa143g0rm2fdlcsrliz9t6,uefa-super-cup-2018-2019
