matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,f1n1u1dj70ilust13451ut5d6,Real Madrid,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2018-2019/adooa143g0rm2fdlcsrliz9t6/teams/view/3kq9cckrnlogidldtdie2fkbl,Atlético,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2018-2019/adooa143g0rm2fdlcsrliz9t6/teams/view/4ku8o6uf87yd8iecdalipo6wd,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2018-2019/adooa143g0rm2fdlcsrliz9t6/match/view/f1n1u1dj70ilust13451ut5d6,15/08/2018,2018-2019,UEFA_UEFA_Super_Cup
