matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,9q2e0sqj1ymnlf6fl8sg4bllg,Man City,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2023-2024/4ef6pxrywhpffwguublgrsro4/teams/view/a3nyxabgsqlnqfkeg41m6tnpp,Sevilla,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2023-2024/4ef6pxrywhpffwguublgrsro4/teams/view/10eyb18v5puw4ez03ocaug09m,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2023-2024/4ef6pxrywhpffwguublgrsro4/match/view/9q2e0sqj1ymnlf6fl8sg4bllg,16/08/2023,2023-2024,UEFA_UEFA_Super_Cup
