matchday,id,equipo_local,link_local,equipo_visitante,link_visitante,link_partido,date,season,liga
Final,7tisxaliq8ywmsikiuw5uh53o,Chelsea,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/9q0arba2kbnywth8bkxlhgmdr,Villarreal,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/view/74mcjsm72vr3l9pw2i4qfjchj,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/match/view/7tisxaliq8ywmsikiuw5uh53o,11/08/2021,2021-2022,UEFA_UEFA_Super_Cup
