equipo,link,logo,cod_equipo,cod_liga,liga,url_squad,url_matches_equipo,url_seasonstats
Chelsea FC,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/chelsea-fc/9q0arba2kbnywth8bkxlhgmdr,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=9q0arba2kbnywth8bkxlhgmdr,9q0arba2kbnywth8bkxlhgmdr,cdgsb1vg0o8inwdz37l70bk0k,uefa-super-cup-2021-2022,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=9q0arba2kbnywth8bkxlhgmdr&tmcl=cdgsb1vg0o8inwdz37l70bk0k&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W331559368daa683fbdea3492461397b8a9d9948f6,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cdgsb1vg0o8inwdz37l70bk0k&ctst=9q0arba2kbnywth8bkxlhgmdr&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W35b8e36e60272f1d180a7c8267be2ae348beecd92,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cdgsb1vg0o8inwdz37l70bk0k&ctst=9q0arba2kbnywth8bkxlhgmdr&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W355c1e53a170a06cde0671156ccf52aa86a88d98f
Villarreal CF,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2021-2022/cdgsb1vg0o8inwdz37l70bk0k/teams/villarreal-cf/74mcjsm72vr3l9pw2i4qfjchj,https://omo.akamai.opta.net/image.php?h=www.scoresway.com&sport=football&entity=team&description=badges&dimensions=150&id=74mcjsm72vr3l9pw2i4qfjchj,74mcjsm72vr3l9pw2i4qfjchj,cdgsb1vg0o8inwdz37l70bk0k,uefa-super-cup-2021-2022,https://api.performfeeds.com/soccerdata/squads/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&ctst=74mcjsm72vr3l9pw2i4qfjchj&tmcl=cdgsb1vg0o8inwdz37l70bk0k&_pgSz=50&_pgNm=1&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3bbb7ecadde68e525941d2479e49393702e4d102d,https://api.performfeeds.com/soccerdata/match/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cdgsb1vg0o8inwdz37l70bk0k&ctst=74mcjsm72vr3l9pw2i4qfjchj&live=yes&_pgSz=400&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3079921fc7a2de2a7b223232e6211921e808bf635,https://api.performfeeds.com/soccerdata/seasonstats/ft1tiv1inq7v1sk3y9tv12yh5/?_rt=c&tmcl=cdgsb1vg0o8inwdz37l70bk0k&ctst=74mcjsm72vr3l9pw2i4qfjchj&_lcl=en&_fmt=jsonp&sps=widgets&_clbk=W3e7479c3e6b1214b3168a98b70cce4b2e5ff2af7d
