dorsal,nombre,equipo,liga,posicion,pais,cod_jugador,cod_equipo,cod_liga,cod_temporada,link_scoresway
,,Sevilla FC,UEFA Super Cup,Goalkeeper,Spain,1v09rzf3nntqzhf7a3tb7b2l1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/1v09rzf3nntqzhf7a3tb7b2l1
3,,Sevilla FC,UEFA Super Cup,Defender,France,2smai2vq1r9xnemihvcq0doet,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/2smai2vq1r9xnemihvcq0doet
,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,3fietel3zk8sjqy6ntd7t5rrp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3fietel3zk8sjqy6ntd7t5rrp
,Juanma Lillo,Sevilla FC,UEFA Super Cup,,Spain,3hidhp8acceastmsdql7jymdx,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3hidhp8acceastmsdql7jymdx
19,Ganso,Sevilla FC,UEFA Super Cup,Midfielder,Brazil,3ih14qvw1mcjz8z8o8e3h7lcl,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3ih14qvw1mcjz8z8o8e3h7lcl
18,,Sevilla FC,UEFA Super Cup,Defender,Spain,3zyib6lm9w7bi6lbek5m0dbrp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/3zyib6lm9w7bi6lbek5m0dbrp
17,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,4pyehox7p3z64c4l3k8yoyfv9,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/4pyehox7p3z64c4l3k8yoyfv9
,,Sevilla FC,UEFA Super Cup,Defender,Spain,5jrma9ytr3ak870emrje9ipxx,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/5jrma9ytr3ak870emrje9ipxx
22,,Sevilla FC,UEFA Super Cup,Midfielder,Argentina,5pe8vrm8k9dwiy5uw2jca4jbp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/5pe8vrm8k9dwiy5uw2jca4jbp
11,,Sevilla FC,UEFA Super Cup,Attacker,Argentina,6d7rip50yu2j7vyk76zokeehh,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/6d7rip50yu2j7vyk76zokeehh
6,Daniel Carriço,Sevilla FC,UEFA Super Cup,Defender,Portugal,6ne2s5a6v2qzb21nw74jspfx1,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/6ne2s5a6v2qzb21nw74jspfx1
7,,Sevilla FC,UEFA Super Cup,Midfielder,Denmark,784mcu0cgyib8ixy0l5ibjhzp,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/784mcu0cgyib8ixy0l5ibjhzp
21,,Sevilla FC,UEFA Super Cup,Defender,Argentina,7bfpp4l5kw0ikrtja2ej8zk5x,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/7bfpp4l5kw0ikrtja2ej8zk5x
,,Sevilla FC,UEFA Super Cup,Midfielder,Spain,7u1bayy8hyq2qq48vxbva14ut,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/7u1bayy8hyq2qq48vxbva14ut
,Álex Muñoz,Sevilla FC,UEFA Super Cup,Defender,Spain,7xsiqumlovt1sfsjvkmw1sn2t,10eyb18v5puw4ez03ocaug09m,a0f4gtru0oyxmpvty4thc5qkc,zx630fl2xj8ti5hmpucnhfqh,https://www.scoresway.com/en_GB/soccer/uefa-super-cup-2016-2017/zx630fl2xj8ti5hmpucnhfqh/teams/view/10eyb18v5puw4ez03ocaug09m/player/view/7xsiqumlovt1sfsjvkmw1sn2t
